service_rh;id_nat_frt;cle_frt_mini;surface_cadastrale;domanial;cadre_legal_gestion;date_expiration_contrat;code_chorus;classement_agricole;type_copropriete;proprio_categorie;proprio_cclient;proprio_mot_dir;libelle_article;libelle_strict;libelle_usage;representant_categorie;representant_cclient;representant_mot_dir;representant_commentaire;representant_lib;representant_cp;representant_commune;regroupement_id_nat_frt;regroupement_libelle;foret_commentaire;departement_majoritaire;date_debut_validite;date_fin_validite
8015;F08438N;REINHARD;21.5825;NON;RF;;;MONTAGNE;X;21;21670391800013;CFOREINHAR;de;reinhardsmunster;Forêt communale de Reinhardsmunster;2;21670391800013;CFOREINHAR;;COMMUNE de REINHARDSMUNSTER ;67440;REINHARDSMUNSTER;;;;67;01/01/1964;31/12/9999
8015;F08399A;ROMANSWI;266.4399;NON;RF;;;PLAINE;X;21;21670408000011;CFOROMANSW;de;romanswiller;Forêt communale de Romanswiller;2;21670408000011;CFOROMANSW;;COMMUNE de ROMANSWILLER ;67310;ROMANSWILLER;;;;67;01/01/1964;31/12/9999
8015;F08583C;ROSENWIL;75.06;NON;RF;;;PLAINE;X;21;21670410600014;CFOROSENWI;de;rosenwiller;Forêt communale de Rosenwiller;2;21670410600014;CFOROSENWI;;COMMUNE de ROSENWILLER ;67560;ROSENWILLER;;;;67;01/01/1964;31/12/9999
8015;F08267Y;ROSHEIM;1609.3291;NON;RF;;;PLAINE;X;21;21670411400018;CFOROSHEIM;de;rosheim;Forêt communale de Rosheim;2;21670411400018;CFOROSHEIM;;COMMUNE de ROSHEIM ;67560;ROSHEIM;;;;67;01/01/1964;31/12/9999
8015;F08392T;ROTHAU;170.8272;NON;RF;;;MONTAGNE;X;21;21670414800016;CFOROTHAU;de;rothau;Forêt communale de Rothau;2;21670414800016;CFOROTHAU;;COMMUNE de ROTHAU ;67570;ROTHAU;;;;67;01/01/1964;31/12/9999
8015;F08335O;RUSS;875.579;NON;RF;;;MONTAGNE;X;21;21670420500014;CFORUSS;de;russ;Forêt communale de Russ;2;21670420500014;CFORUSS;;COMMUNE de RUSS ;67130;RUSS;;;;67;01/01/1964;31/12/9999
8015;F08523U;SAALES;550.6701;NON;RF;;;MONTAGNE;X;21;21670421300018;CFOSAALES;de;saales;Forêt communale de Saales;2;21670421300018;CFOSAALES;;COMMUNE de SAALES ;67420;SAALES;;;;67;01/01/1964;31/12/9999
8015;F08719I;SALENTHA;19.3933;NON;RF;;;PLAINE;X;21;20005747900012;CFONSOMMER;de;salenthal;Forêt communale de Salenthal;;20005747900012;CFONSOMMER;Changement de propriétaire et de représentant suite à la création de la nouvelle commune de Sommerau (fusion des communes d'Allenwiler,Salenthal, Singrist et Birkenwald);COMMUNE DE SOMMERAU ;67310;SOMMERAU;;;;67;01/01/1964;31/12/9999
8015;F08711A;SAULXURE;335.2579;NON;RF;;;MONTAGNE;X;21;21670436100015;CFOSAULXUR;de;saulxures;Forêt communale de Saulxures;2;21670436100015;CFOSAULXUR;;COMMUNE de SAULXURES ;67420;SAULXURES;;;;67;01/01/1964;31/12/9999
8015;F08638F;SAV;4305.1435;OUI;RF;;172529/344366;;X;1;11007001800012;MINAGRI;de;saverne;Forêt domaniale de Saverne;1;66204311600018;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O.N.F.;75570;PARIS CEDEX 12;;;Avec F28022T, constitue une unique forêt domaniale. Sauf que cette forêt est divisée en 2 objets dans le système  ONF;67;01/01/1964;31/12/9999
8015;F08742F;SCHIRMEC;819.8823;NON;RF;;;MONTAGNE;X;21;21670448600101;CFOSCHIRME;de;schirmeck;Forêt communale de Schirmeck;;21670448600101;CFOSCHIRME;;COMMUNE de SCHIRMECK ;67130;SCHIRMECK;;;;67;01/01/1964;31/12/9999
8015;F08920B;SEPTCOMM;89.8601;NON;RF;;;MONTAGNE;I;21;21670325600018;CFONIEDER;des;sept communes;Forêt communale indivise des Sept Communes;42;25670234100015;SYCFORET7;;SYNDICAT DES SEPT COMMUNES ;67280;URMATT;;;;67;01/01/1964;31/12/9999
8015;F08984N;SOLBACH;111.94;NON;RF;;;MONTAGNE;X;21;21670470000014;CFOSOLBACH;de;solbach;Forêt communale de Solbach;2;21670470000014;CFOSOLBACH;;COMMUNE de SOLBACH ;67130;SOLBACH;;;;67;01/01/1964;31/12/9999
8015;F09027E;STBLAISE;122.8077;NON;RF;;;MONTAGNE;X;21;21670424700016;CFOSTBLAIS;de;saint-blaise-la-roche;Forêt communale de Saint-Blaise-La-Roche;2;21670424700016;CFOSTBLAIS;;COMMUNE de SAINT BLAISE ;67420;ST BLAISE LA ROCHE;;;;67;01/01/1964;31/12/9999
8015;F08432H;STEIGE;337.4685;NON;RF;;;MONTAGNE;X;21;21670477500016;CFOSTEIGE;de;steige;Forêt communale de Steige;2;21670477500016;CFOSTEIGE;;COMMUNE de STEIGE ;67220;STEIGE;;;;67;01/01/1964;31/12/9999
8015;F08317W;STILL;448.4995;NON;RF;;;MONTAGNE;X;21;21670480900013;CFOSTILL;de;still;Forêt communale de Still;2;21670480900013;CFOSTILL;;COMMUNE de STILL ;67190;STILL;;;;67;01/01/1964;31/12/9999
8015;F08476Z;STMARTIN;13.4962;NON;RF;;;MONTAGNE;X;21;21670426200015;CFOSTMART;de;saint-martin;Forêt communale de Saint-Martin;2;21670426200015;CFOSTMART;;COMMUNE de SAINT-MARTIN ;67220;SAINT-MARTIN;;;;67;01/01/1964;31/12/9999
8015;F08963S;STMAURIC;28.905;NON;RF;;;PLAINE;X;21;21670427000018;CFO67220;de;saint-maurice;Forêt communale de Saint-Maurice;2;21670427000018;CFO67220;;COMMUNE de SAINT-MAURICE ;67220;SAINT-MAURICE;;;;67;01/01/1964;31/12/9999
8015;F49558B;STODILE;29.9341;NON;RF;;;PLAINE;X;39;18670870700093;MONTSTODIL;du;mont saint-odile;Forêt du Mont Saint-Odile;;18670870700093;MONTSTODIL;;MONT ST ODILE ;67530;OTTROTT;;;;67;16/02/2015;31/12/9999
8015;F08698N;STOTZHEI;146.4118;NON;RF;;;PLAINE;X;21;21670481700016;CFOSTOTSHE;de;stotzheim;Forêt communale de Stotzheim;2;21670481700016;CFOSTOTSHE;;COMMUNE DE STOTZHEIM ;67140;STOTZHEIM;;;;67;01/01/1964;31/12/9999
8015;F08280L;STPBOIS;165.045;NON;RF;;;PLAINE;X;21;21670430400015;CFOSTPIERB;de;saint-pierre-bois;Forêt communale de Saint-Pierre-Bois;2;21670430400015;CFOSTPIERB;;COMMUNE de ST-PIERRE-BOIS ;67220;ST-PIERRE-BOIS;;;;67;01/01/1964;31/12/9999
8015;F08514L;STRASBOB;868.6521;NON;RF;;;MONTAGNE;X;21;21670482500019;CFOSTRASBO;de;strasbourg hohwald;Forêt communale de Strasbourg Hohwald;2;21670482500019;CFOSTRASBO;;COMMUNE DE STRASBOURG ;67000;STRASBOURG;;;;67;01/01/1964;31/12/9999
8015;F08668J;STRASBOU;1000.544;NON;RF;;;PLAINE;X;21;21670482500019;CFOSTRASBO;de;strasbourg oedenwald;Forêt communale de Strasbourg Oedenwald;2;21670482500019;CFOSTRASBO;;COMMUNE DE STRASBOURG ;67000;STRASBOURG;;;;67;01/01/1964;31/12/9999
8015;F08885S;THALMARM;91.9425;NON;RF;;;MONTAGNE;X;21;21670489000013;CFOTHALMAR;de;thal-marmoutier;Forêt communale de Thal-Marmoutier;2;21670489000013;CFOTHALMAR;;COMMUNE de THAL-MARMOUTIER ;67440;THAL MARMOUTIER;;;;67;01/01/1964;31/12/9999
8015;F08365S;TRAENHEI;48.327;NON;RF;;;PLAINE;X;21;21670492400036;CFOTRAENHE;de;traenheim;Forêt communale de Traenheim;;21670492400036;CFOTRAENHE;;COMMUNE de TRAENHEIM ;67310;TRAENHEIM;;;;67;01/01/1964;31/12/9999
8015;F08757U;TRIEMBAC;114.2644;NON;RF;;;PLAINE;X;21;21670493200013;CFOTRIEMBV;de;triembach-au-val;Forêt communale de Triembach-Au-Val;2;21670493200013;CFOTRIEMBV;;COMMUNE de TRIEMBACH-AU-VAL ;67220;TRIEMBACH-AU-VAL;;;;67;01/01/1964;31/12/9999
8015;F08318X;URBEIS;456.7327;NON;RF;;;MONTAGNE;X;21;21670499900012;CFOURBEIS;d';urbeis;Forêt communale d'Urbeis;2;21670499900012;CFOURBEIS;;COMMUNE D'URBEIS ;67220;URBEIS;;;;67;01/01/1964;31/12/9999
8015;F08364R;URMATT;483.9264;NON;RF;;;MONTAGNE;X;21;21670500400051;CFOURMATT;d';urmatt;Forêt communale d'Urmatt;;21670500400051;CFOURMATT;;COMMUNE de URMATT ;67280;URMATT;;;;67;01/01/1964;31/12/9999
8015;F08336P;VILLE;66.7615;NON;RF;;;PLAINE;X;21;21670507900012;CFOVILLE;de;villé;Forêt communale de Villé;2;21670507900012;CFOVILLE;;COMMUNE de VILLE ;67220;VILLE;;;;67;01/01/1964;31/12/9999
8015;F08408J;WALDERSB;179.1763;NON;RF;;;MONTAGNE;X;21;21670513700018;CFOWALDERS;de;waldersbach;Forêt communale de Waldersbach;2;21670513700018;CFOWALDERS;;COMMUNE de WALDERSBACH ;67130;WALDERSBACH;;;;67;01/01/1964;31/12/9999
8015;F08609C;WANGEN;139.229;NON;RF;;;PLAINE;X;21;21670517800012;CFOWANGEN;de;wangen;Forêt communale de Wangen;2;21670517800012;CFOWANGEN;;COMMUNE de WANGEN ;67520;WANGEN;;;;67;01/01/1964;31/12/9999
8015;F08897E;WASSELON;388.6391;NON;RF;;;PLAINE;X;21;21670520200010;CFOWASSELO;de;wasselonne;Forêt communale de Wasselonne;2;21670520200010;CFOWASSELO;;COMMUNE de WASSELONNE ;67310;WASSELONNE;;;;67;01/01/1964;31/12/9999
8015;F08640H;WESTHOFF;928.9442;NON;RF;;;PLAINE;X;21;21670525100017;CFOWESTHOF;de;westhoffen;Forêt communale de Westhoffen;2;21670525100017;CFOWESTHOF;;COMMUNE de WESTHOFFEN ;67310;WESTHOFFEN;;;;67;01/01/1964;31/12/9999
8015;F08795G;WILDERS;210.806;NON;RF;;;MONTAGNE;X;21;21670531900012;CFOWILDERS;de;wildersbach;Forêt communale de Wildersbach;2;21670531900012;CFOWILDERS;;COMMUNE de WILDERSBACH ;67130;WILDERSBACH;;;;67;01/01/1964;31/12/9999
8015;F08660B;WISCHES;1514.6442;NON;RF;;;MONTAGNE;X;21;21670543400019;CFOWISCHES;de;wisches;Forêt communale de Wisches;2;21670543400019;CFOWISCHES;;COMMUNE DE WISCHES ;67130;WISCHES;;;;67;01/01/1964;31/12/9999
8015;F08516N;ZEHNACKE;0;NON;NG;;;PLAINE;X;21;21670555800015;CFOZEHNACK;de;zehnacker;Forêt communale de Zehnacker;2;21670555800015;CFOZEHNACK;;COMMUNE de ZEHNACKER ;67310;ZEHNACKER;;;;67;01/01/1964;31/12/9999
8020;F08259Q;0DL;635.6258;OUI;RF;;173449/342286;;X;1;11007001800012;MINAGRI;des;deux lacs;Forêt domaniale des Deux Lacs;1;66204311600018;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O.N.F.;75570;PARIS CEDEX 12;;;;68;01/01/1964;31/12/9999
8020;F08560F;0RI;1491.1391;OUI;RF;;172776/347926;;X;1;11007001800012;MINAGRI;de;ribeauvillé;Forêt domaniale de Ribeauvillé;1;66204311600018;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O.N.F.;75570;PARIS CEDEX 12;;;;68;01/01/1964;31/12/9999
8020;F08689E;0SP;181.6559;OUI;RF;;173469/344262;;X;1;11007001800012;MINAGRI;de;saint-pierremont;Forêt domaniale de Saint-Pierremont;1;66204311600018;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O.N.F.;75570;PARIS CEDEX 12;;;;68;01/01/1964;31/12/9999
8020;F08340T;ALGOLSHE;14.3707;NON;RF;;;PLAINE;X;21;21680001100019;CFOALGOLSH;d';algolsheim;Forêt communale d'Algolsheim;2;21680001100019;CFOALGOLSH;;COMMUNE de ALGOLSHEIM ;68600;ALGOLSHEIM;;;;68;01/01/1964;31/12/9999
8020;F08853M;AMM;1065.8809;NON;RF;;;PLAINE;X;21;21680005200013;CFOAMMERSC;d';ammerschwihr;Forêt communale d'Ammerschwihr;2;21680005200013;CFOAMMERSC;;COMMUNE d'AMMERSCHWIHR ;68770;AMMERSCHWIHR;;;;68;01/01/1964;31/12/9999
8020;F08878L;ANDOLSHE;90.229;NON;RF;;;PLAINE;X;21;21680007800018;CFOANDOLSH;d';andolsheim;Forêt communale d'Andolsheim;2;21680007800018;CFOANDOLSH;;COMMUNE de ANDOLSHEIM ;68280;ANDOLSHEIM;;;;68;01/01/1964;31/12/9999
8020;F08847G;APPENWIH;45.5147;NON;RF;;;PLAINE;X;21;21680008600011;CFOAPPENWI;d';appenwihr;Forêt communale d'Appenwihr;2;21680008600011;CFOAPPENWI;;COMMUNE de APPENWIHR ;68280;APPENWIHR;;;;68;01/01/1964;31/12/9999
8020;F08517O;ARTOLSHE;230.5173;NON;RF;;;PLAINE;X;21;21670011200016;CFOARTOLSH;d';artolsheim;Forêt communale d'Artolsheim;2;21670011200016;CFOARTOLSH;;COMMUNE d'ARTOLSHEIM ;67390;ARTOLSHEIM;;;;67;01/01/1964;31/12/9999
8020;F08401C;ARTZENHE;117.9488;NON;RF;;;PLAINE;X;21;21680009400015;CFOARTZENH;d';artzenheim;Forêt communale d'Artzenheim;2;21680009400015;CFOARTZENH;;COMMUNE d'ARTZENHEIM ;68320;ARTZENHEIM;;;;68;01/01/1964;31/12/9999
8020;F08602V;AUB;325.3058;NON;RF;;;MONTAGNE;X;21;21680014400018;CFOAUBURE;d';aubure;Forêt communale d'Aubure;;21680014400018;CFOAUBURE;;COMMUNE d'AUBURE ;68150;AUBURE;;;;68;01/01/1964;31/12/9999
8020;F08440P;BALGAU;62.3144;NON;RF;;;PLAINE;X;21;21680016900015;CFOBALGAU;de;balgau;Forêt communale de Balgau;2;21680016900015;CFOBALGAU;;COMMUNE de BALGAU ;68740;BALGAU;;;;68;01/01/1964;31/12/9999
8020;F08270B;BALTZENH;176.6778;NON;RF;;;PLAINE;X;21;21680019300015;CFOBALTZEN;de;baltzenheim;Forêt communale de Baltzenheim;2;21680019300015;CFOBALTZEN;;COMMUNE de BALTZENHEIM ;68320;BALTZENHEIM;;;;68;01/01/1964;31/12/9999
8020;F08921C;BEB;75.9135;NON;RF;;;PLAINE;X;21;21680023500014;CFOBEBLENH;de;beblenheim;Forêt communale de Beblenheim;2;21680023500014;CFOBEBLENH;;COMMUNE de BEBLENHEIM ;68980;BEBLENHEIM;;;;68;01/01/1964;31/12/9999
8020;F09010N;BEN;62.2413;NON;RF;;;PLAINE;X;21;21680026800015;CFOBENNWIH;de;bennwihr;Forêt communale de Bennwihr;2;21680026800015;CFOBENNWIH;;COMMUNE de BENNWIHR ;68630;BENNWIHR;;;;68;01/01/1964;31/12/9999
8020;F08690F;BENFELD;153.4261;NON;RF;;;PLAINE;X;21;21670028600091;CFOBENFELD;de;benfeld;Forêt communale de Benfeld;;21670028600091;CFOBENFELD;;COMMUNE de BENFELD ;67230;BENFELD;;;;67;01/01/1964;31/12/9999
8020;F09029G;BER;572.7339;NON;RF;;;PLAINE;X;21;21680028400012;CFOBERGHEI;de;bergheim;Forêt communale de Bergheim;2;21680028400012;CFOBERGHEI;;COMMUNE de BERGHEIM ;68750;BERGHEIM;;;;68;01/01/1964;31/12/9999
8020;F08303I;BERGHOLT;80.5346;NON;RF;;;PLAINE;X;21;21680029200015;CFOBERGHOL;de;bergholtz;Forêt communale de Bergholtz;2;21680029200015;CFOBERGHOL;;COMMUNE de BERGHOLTZ ;68500;BERGHOLTZ;;;;68;01/01/1964;31/12/9999
8020;F08552X;BERGHOZL;109.0603;NON;RF;;;PLAINE;X;21;21680030000016;CFOBERGHOZ;de;bergholtz-zell;Forêt communale de Bergholtz-Zell;2;21680030000016;CFOBERGHOZ;;COMMUNE de BERGHOLTZ-ZELL ;68500;BERGHOLTZ ZELL;;;;68;01/01/1964;31/12/9999
8020;F08776N;BIECHELE;35.5234;NON;RF;;;PLAINE;X;39;37917558100121;ASMARBACH;de l';association de l'abbaye de marbach;Forêt de l'Association De L'Abbaye De Marbach;;37917558100121;ASMARBACH;;ASSOCIATION DE L'ABBAYE DE MARBA ;68420;OBERMORSCHWIHR;;;;68;01/01/1964;31/12/9999
8020;F08723M;BIESHEIM;362.7382;NON;RF;;;PLAINE;X;21;21680036700015;CFOBIESHEI;de;biesheim;Forêt communale de Biesheim;2;21680036700015;CFOBIESHEI;;COMMUNE de BIESHEIM ;68600;BIESHEIM;;;;68;01/01/1964;31/12/9999
8020;F08988R;BINDERNH;49.6907;NON;RF;;;PLAINE;X;21;21670040100013;CFOBINDERN;de;bindernheim;Forêt communale de Bindernheim;2;21670040100013;CFOBINDERN;;COMMUNE de BINDERNHEIM ;67600;BINDERNHEIM;;;;67;01/01/1964;31/12/9999
8020;F08452B;BOLSENHE;29.2;NON;RF;;;PLAINE;X;21;21670054200014;CFOBOLSENH;de;bolsenheim;Forêt communale de Bolsenheim;2;21670054200014;CFOBOLSENH;;COMMUNE DE BOLSENHEIM ;67150;BOLSENHEIM;;;;67;01/01/1964;31/12/9999
8020;F08997A;BON;1199.7776;NON;RF;;;MONTAGNE;X;21;21680044100018;CFOBONHOMM;du;bonhomme;Forêt communale du Bonhomme;2;21680044100018;CFOBONHOMM;;COMMUNE de LE BONHOMME ;68650;LE BONHOMME;;;;68;01/01/1964;31/12/9999
8020;F08378F;BOOFZHEI;71.92;NON;RF;;;PLAINE;X;21;21670055900018;CFOBOOFZHE;de;boofzheim;Forêt communale de Boofzheim;2;21670055900018;CFOBOOFZHE;;COMMUNE de BOOFZHEIM ;67860;BOOFZHEIM;;;;67;01/01/1964;31/12/9999
8020;F08470T;BOOTZHEI;98.152;NON;RF;;;PLAINE;X;21;21670056700011;CFOBOOTZHE;de;bootzheim;Forêt communale de Bootzheim;2;21670056700011;CFOBOOTZHE;;COMMUNE de BOOTZHEIM ;67390;BOOTZHEIM;;;;67;01/01/1964;31/12/9999
8020;F08729S;BREITENB;532.199;NON;RF;;;MONTAGNE;X;21;21680051600017;CFOBREITEH;de;breitenbach 68;Forêt communale de Breitenbach 68;2;21680051600017;CFOBREITEH;;COMMUNE de BREITENBACH ;68380;BREITENBACH;;;;68;01/01/1964;31/12/9999
8020;F08815A;BRISACH;33.0638;OUI;RF;;173463/343758;;X;1;11007001800012;MINAGRI;de;brisach;Forêt domaniale de Brisach;1;66204311600018;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O.N.F.;75570;PARIS CEDEX 12;;;;68;01/01/1964;31/12/9999
8020;F08671M;BUHL;251.6159;NON;RF;;;MONTAGNE;X;21;21680058100011;CFOBUHL68;de;buhl;Forêt communale de Buhl;;21680058100011;CFOBUHL68;;COMMUNE DE BUHL ;68530;BUHL;;;;68;01/01/1964;31/12/9999
8020;F08943Y;CHATENOI;180.6109;NON;RF;;;PLAINE;X;21;21670073200011;CFO67730CH;de;châtenois;Forêt communale de Châtenois;2;21670073200011;CFO67730CH;;COMMUNE de CHATENOIS ;67730;CHATENOIS;;;;67;01/01/1964;31/12/9999
8020;F08566L;COLMAR;986.1964;NON;RF;;;PLAINE;X;21;21680066400015;CFOCOLMAR;de;colmar;Forêt communale de Colmar;2;21680066400015;CFOCOLMAR;;COMMUNE DE COLMAR ;68000;COLMAR;;;;68;19/08/2011;31/12/9999
8020;F08567M;COLNEULA;0;NON;NG;;;PLAINE;X;21;21680066400015;CFOCOLMAR;de;colmar neuland;Forêt communale de Colmar Neuland;2;21680066400015;CFOCOLMAR;;COMMUNE DE COLMAR ;68000;COLMAR;;;;68;01/01/1964;18/08/2011
8020;F08573S;COLNIEDE;0;NON;NG;;;PLAINE;X;21;21680066400015;CFOCOLMAR;de;colmar niederwald;Forêt communale de Colmar Niederwald;2;21680066400015;CFOCOLMAR;;COMMUNE DE COLMAR ;68000;COLMAR;;;;68;01/01/1964;18/08/2011
8020;F08389Q;COLROTHL;0;NON;NG;;;PLAINE;X;21;21680066400015;CFOCOLMAR;de;colmar rothleible;Forêt communale de Colmar Rothleible;2;21680066400015;CFOCOLMAR;;COMMUNE DE COLMAR ;68000;COLMAR;;;;68;01/01/1964;18/08/2011
8020;F08759W;COLSTGI;0;NON;NG;;;PLAINE;X;21;21680066400015;CFOCOLMAR;de;colmar saint-gilles;Forêt communale de Colmar Saint-Gilles;2;21680066400015;CFOCOLMAR;;COMMUNE DE COLMAR ;68000;COLMAR;;;;68;01/01/1964;18/08/2011
8020;F08304J;CONSPROT;264.229;NON;RF;;;PLAINE;X;39;18680395300014;EGPRCOLMAR;du;consistoire protestant de colmar;Forêt du Consistoire Protestant De Colmar;2;18680395300014;EGPRCOLMAR;;CONSISTOIRE PROTESTANT DE COLMAR ;68000;COLMAR;;;;68;01/01/1964;31/12/9999
8020;F08425A;DDAUBENS;224.9463;OUI;RF;;172526/342234;;X;1;11007001800012;MINAGRI;de;daubensand;Forêt domaniale de Daubensand;1;66204311600018;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O.N.F.;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8020;F08924F;DESSENHE;440.9696;NON;RF;;;PLAINE;X;21;21680069800013;CFODESSENH;de;dessenheim;Forêt communale de Dessenheim;2;21680069800013;CFODESSENH;;COMMUNE de DESSENHEIM ;68600;DESSENHEIM;;;;68;01/01/1964;31/12/9999
8020;F08263U;DIEFFENT;92.0075;NON;RF;;;PLAINE;X;21;21670094800013;CFODIEFFTH;de;dieffenthal;Forêt communale de Dieffenthal;2;21670094800013;CFODIEFFTH;;COMMUNE de DIEFFENTHAL ;67650;DIEFFENTHAL;;;;67;01/01/1964;31/12/9999
8020;F09004H;DMARCKOL;324.7666;OUI;RF;;172971/343809;;X;1;11007001800012;MINAGRI;de;marckolsheim;Forêt domaniale de Marckolsheim;1;66204311600018;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O.N.F.;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8020;F08798J;DSCHOENA;88.6304;OUI;RF;;172981/344358;;X;1;11007001800012;MINAGRI;de;schoenau;Forêt domaniale de Schoenau;1;66204311600018;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O.N.F.;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8020;F08530B;DSELESTA;33.8422;OUI;RF;;172945/341896;;X;1;11007001800012;MINAGRI;de;sélestat;Forêt domaniale de Sélestat;1;66204311600018;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O.N.F.;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8020;F08554Z;DURRENEN;160.77;NON;RF;;;PLAINE;X;21;21680076300015;CFODURRENE;de;durrenentzen;Forêt communale de Durrenentzen;2;21680076300015;CFODURRENE;;COMMUNE de DURRENENTZEN ;68320;DURRENENTZEN;;;;68;01/01/1964;31/12/9999
8020;F08888V;EBERSHEI;30.3317;NON;RF;;;PLAINE;X;21;21670115100013;CFOEBERSHE;d';ebersheim;Forêt communale d'Ebersheim;2;21670115100013;CFOEBERSHE;;COMMUNE d'EBERSHEIM ;67600;EBERSHEIM;;;;67;01/01/1964;31/12/9999
8020;F08563I;EBERSMUN;103.5081;NON;RF;;;PLAINE;X;21;21670116900015;CFOEBERSMU;d';ebersmunster;Forêt communale d'Ebersmunster;2;21670116900015;CFOEBERSMU;;COMMUNE d'EBERSMUNSTER ;67600;EBERSMUNSTER;;;;67;01/01/1964;31/12/9999
8020;F08509G;EGCASU;3.5954;NON;RF;;;PLAINE;X;39;18680278100010;EGCASUND;de l';église catholique de sundhoffen;Forêt de l'Eglise Catholique De Sundhoffen;2;18680278100010;EGCASUND;;CONSEIL FABRIQUE - EGLISE CATHOLIQUE DE SUNDHOFFEN;68280;SUNDHOFFEN;;;;68;01/01/1964;31/12/9999
8020;F08944Z;EGPRSU;2.091;NON;RF;;;PLAINE;X;39;18680555200012;EGPRSUND;de l';église luthérienne de sundhoffen;Forêt de l'Eglise Luthérienne De Sundhoffen;2;18680555200012;EGPRSUND;;PAROISSE PROTESTANTE DE SUNDHOFF ;68280;SUNDHOFFEN;;;;68;01/01/1964;31/12/9999
8020;F08442R;EGUISHEI;334.4218;NON;RF;;;PLAINE;X;21;21680078900010;CFOEGUISHE;d';eguisheim;Forêt communale d'Eguisheim;2;21680078900010;CFOEGUISHE;;COMMUNE de EGUISHEIM ;68420;EGUISHEIM;;;;68;01/01/1964;31/12/9999
8020;F08607A;ELSENHEI;92.7976;NON;RF;;;PLAINE;X;21;21670121900018;CFOELSENHE;d';elsenheim;Forêt communale d'Elsenheim;2;21670121900018;CFOELSENHE;;COMMUNE d'ELSENHEIM ;67390;ELSENHEIM;;;;68;01/01/1964;31/12/9999
8020;F08467Q;ERSTEIN;816.6224;NON;RF;;;PLAINE;X;21;21670130000016;CFOERSTEIN;d';erstein;Forêt communale d'Erstein;2;21670130000016;CFOERSTEIN;;COMMUNE d'ERSTEIN ;67151;ERSTEIN;;;;67;01/01/1964;31/12/9999
8020;F08731U;ESCHAU;44.7459;NON;RF;;;PLAINE;X;21;21670131800018;CFOESCHAU;d';eschau;Forêt communale d'Eschau;2;21670131800018;CFOESCHAU;;COMMUNE d'ESCHAU ;67114;ESCHAU;;;;67;01/01/1964;31/12/9999
8020;F08945A;ESCHBACH;166.5271;NON;RF;;;MONTAGNE;X;21;21680083900013;CFOESCHBAC;d';eschbach-au-val;Forêt communale d'Eschbach-Au-Val;2;21680083900013;CFOESCHBAC;;COMMUNE de ESCHBACH AU VAL ;68140;ESCHBACH AU VAL;;;;68;01/01/1964;31/12/9999
8020;F08541M;FORTSCHW;27.9985;NON;RF;;;PLAINE;X;21;21680095300012;CFOFORTSCH;de;fortschwihr;Forêt communale de Fortschwihr;2;21680095300012;CFOFORTSCH;;COMMUNE de FORTSCHWIHR ;68320;FORTSCHWIHR;;;;68;01/01/1964;31/12/9999
8020;F08357K;FRE;958.6199;NON;RF;;;MONTAGNE;X;21;21680097900017;CFOFRELAND;de;fréland;Forêt communale de Fréland;2;21680097900017;CFOFRELAND;;COMMUNE de FRELAND ;68240;FRELAND;;;;68;01/01/1964;31/12/9999
8020;F08828N;FRIESENH;45.0361;NON;RF;;;PLAINE;X;21;21670146600015;CFOFRIESE;de;friesenheim;Forêt communale de Friesenheim;2;21670146600015;CFOFRIESE;;COMMUNE de FRIESENHEIM ;67860;FRIESENHEIM;;;;67;01/01/1964;31/12/9999
8020;F08370X;GEISWASS;31.2647;NON;RF;;;PLAINE;X;21;21680104300052;CFOGEISWAS;de;geiswasser;Forêt communale de Geiswasser;;21680104300052;CFOGEISWAS;;COMMUNE de GEISWASSER ;68600;GEISWASSER;;;;68;01/01/1964;31/12/9999
8020;F08864X;GERSTHEI;51.5122;NON;RF;;;PLAINE;X;21;21670154000017;CFOGERSTHE;de;gerstheim;Forêt communale de Gerstheim;2;21670154000017;CFOGERSTHE;;COMMUNE de GERSTHEIM ;67150;GERSTHEIM;;;;67;01/01/1964;31/12/9999
8020;F08493Q;GRIESBAC;284.9788;NON;RF;;;MONTAGNE;X;21;21680109200018;CFOGRIESBA;de;griesbach-au-val;Forêt communale de Griesbach-Au-Val;2;21680109200018;CFOGRIESBA;;COMMUNE de GRIESBACH AU VAL ;68140;GRIESBACH AU VAL;;;;68;01/01/1964;31/12/9999
8020;F08991U;GRUSSENH;16.6169;NON;RF;;;PLAINE;X;21;21680110000019;CFOGRUSSEN;de;grussenheim;Forêt communale de Grussenheim;2;21680110000019;CFOGRUSSEN;;COMMUNE de GRUSSENHEIM ;68320;GRUSSENHEIM;;;;68;01/01/1964;31/12/9999
