SERVICE_RH;ID_NAT_FRT;CLE_FRT_MINI;SURFACE_CADASTRALE;DOMANIAL;CADRE_LEGAL_GESTION;DATE_EXPIRATION_CONTRAT;CODE_CHORUS;CLASSEMENT_AGRICOLE;TYPE_COPROPRIETE;PROPRIO_CATEGORIE;PROPRIO_CCLIENT;PROPRIO_MOT_DIR;LIBELLE_ARTICLE;LIBELLE_STRICT;LIBELLE_USAGE;REPRESENTANT_CATEGORIE;REPRESENTANT_CCLIENT;REPRESENTANT_MOT_DIR;REPRESENTANT_COMMENTAIRE;REPRESENTANT_LIB;REPRESENTANT_CP;REPRESENTANT_COMMUNE;REGROUPEMENT_ID_NAT_FRT;REGROUPEMENT_LIBELLE;FORET_COMMENTAIRE;DEPARTEMENT_MAJORITAIRE;DATE_DEBUT_VALIDITE;DATE_FIN_VALIDITE
8020;F08864X;GERSTHEI;51,5122;NON;RF;;;PLAINE;X;21;2,16702E+13;CFOGERSTHE;de;gerstheim;Forêt communale de Gerstheim;2;2,16702E+13;CFOGERSTHE;;COMMUNE de GERSTHEIM ;67150;GERSTHEIM;;;;67;01/01/1964;31/12/9999
8020;F08493Q;GRIESBAC;284,9788;NON;RF;;;MONTAGNE;X;21;2,16801E+13;CFOGRIESBA;de;griesbach-au-val;Forêt communale de Griesbach-Au-Val;2;2,16801E+13;CFOGRIESBA;;COMMUNE de GRIESBACH AU VAL ;68140;GRIESBACH AU VAL;;;;68;01/01/1964;31/12/9999
8020;F08991U;GRUSSENH;16,6169;NON;RF;;;PLAINE;X;21;2,16801E+13;CFOGRUSSEN;de;grussenheim;Forêt communale de Grussenheim;2;2,16801E+13;CFOGRUSSEN;;COMMUNE de GRUSSENHEIM ;68320;GRUSSENHEIM;;;;68;01/01/1964;31/12/9999
8020;F08939U;GUEBERSC;467,6358;NON;RF;;;PLAINE;X;21;2,16801E+13;CFOGUEBERS;de;gueberschwihr;Forêt communale de Gueberschwihr;2;2,16801E+13;CFOGUEBERS;;COMMUNE de GUEBERSCHWIHR ;68420;GUEBERSCHWIHR;;;;68;01/01/1964;31/12/9999
8020;F08597Q;GUEBWCO;581,5225;NON;RF;;;MONTAGNE;X;21;2,16801E+13;CFOGUEBWIL;de;guebwiller;Forêt communale de Guebwiller;2;2,16801E+13;CFOGUEBWIL;;COMMUNE de GUEBWILLER ;68503;GUEBWILLER CEDEX;;;;68;01/01/1964;31/12/9999
8020;F08675Q;GUEBWDO;3528,8988;OUI;RF;;173468/344331;;X;1;1,1007E+13;MINAGRI;de;guebwiller;Forêt domaniale de Guebwiller;1;6,62043E+13;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O,N,F,;75570;PARIS CEDEX 12;;;;68;01/01/1964;31/12/9999
8020;F08681W;GUEMAR;105,0724;NON;RF;;;PLAINE;X;21;2,16801E+13;CFOGUEMAR;de;guémar;Forêt communale de Guémar;2;2,16801E+13;CFOGUEMAR;;COMMUNE de GUEMAR ;68970;GUEMAR;;;;68;01/01/1964;31/12/9999
8020;F08961Q;GUNDOLSH;108,2009;NON;RF;;;PLAINE;X;21;2,16801E+13;CFOGUNDOLS;de;gundolsheim;Forêt communale de Gundolsheim;2;2,16801E+13;CFOGUNDOLS;;COMMUNE de GUNDOLSHEIM ;68250;GUNDOLSHEIM;;;;68;01/01/1964;31/12/9999
8020;F08935Q;GUNSBACH;441,6631;NON;RF;;;MONTAGNE;X;21;2,16801E+13;CFOGUNSBAC;de;gunsbach;Forêt communale de Gunsbach;2;2,16801E+13;CFOGUNSBAC;;COMMUNE de GUNSBACH ;68140;GUNSBACH;;;;68;01/01/1964;31/12/9999
8020;F08888V;EBERSHEI;30,3317;NON;RF;;;PLAINE;X;21;2,16701E+13;CFOEBERSHE;d';ebersheim;Forêt communale d'Ebersheim;2;2,16701E+13;CFOEBERSHE;;COMMUNE d'EBERSHEIM ;67600;EBERSHEIM;;;;67;01/01/1964;31/12/9999
8020;F08563I;EBERSMUN;103,5081;NON;RF;;;PLAINE;X;21;2,16701E+13;CFOEBERSMU;d';ebersmunster;Forêt communale d'Ebersmunster;2;2,16701E+13;CFOEBERSMU;;COMMUNE d'EBERSMUNSTER ;67600;EBERSMUNSTER;;;;67;01/01/1964;31/12/9999
